,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,AMD260102C00045000,2025-12-12 16:26:33+00:00,45.0,165.92,168.15,169.9,0.0,0.0,,1,10.867190708007813,True,REGULAR,USD
1,AMD260102C00050000,2025-11-18 20:22:24+00:00,50.0,182.97,163.25,164.9,0.0,0.0,,0,10.148441157226562,True,REGULAR,USD
2,AMD260102C00055000,2025-12-04 15:07:43+00:00,55.0,160.67,158.15,159.9,0.0,0.0,,0,9.503910310058593,True,REGULAR,USD
3,AMD260102C00060000,2025-12-05 16:56:48+00:00,60.0,158.66,153.25,154.9,0.0,0.0,2.0,2,8.921879423828123,True,REGULAR,USD
4,AMD260102C00065000,2025-12-03 19:13:25+00:00,65.0,151.3,148.2,149.9,0.0,0.0,,1,8.38672350830078,True,REGULAR,USD
5,AMD260102C00070000,2025-12-22 15:26:52+00:00,70.0,144.53,143.25,145.1,0.0,0.0,,10,5.000003749999999,True,REGULAR,USD
6,AMD260102C00075000,2025-12-29 14:55:11+00:00,75.0,137.65,138.2,140.2,0.0,0.0,3.0,3,5.12500359375,True,REGULAR,USD
7,AMD260102C00080000,2025-12-31 15:25:37+00:00,80.0,136.02,133.25,135.1,5.400009,4.1341367,1.0,1,4.406254492187499,True,REGULAR,USD
8,AMD260102C00085000,2025-12-31 20:22:27+00:00,85.0,129.5,128.2,130.2,0.0,0.0,1.0,8,4.5312543359375,True,REGULAR,USD
9,AMD260102C00090000,2025-12-30 18:34:49+00:00,90.0,125.21,123.25,125.15,0.0,0.0,3.0,16,4.265629667968749,True,REGULAR,USD
10,AMD260102C00095000,2025-12-30 15:15:25+00:00,95.0,119.81,118.2,120.2,0.0,0.0,1.0,9,4.01562998046875,True,REGULAR,USD
11,AMD260102C00100000,2025-12-30 15:54:33+00:00,100.0,115.83,113.25,115.0,0.0,0.0,1.0,20,5.679690400390625,True,REGULAR,USD
12,AMD260102C00105000,2025-12-29 17:13:29+00:00,105.0,108.93,108.2,110.2,0.0,0.0,10.0,23,3.5468761328125,True,REGULAR,USD
13,AMD260102C00110000,2025-12-31 19:30:31+00:00,110.0,105.75,103.25,104.95,0.91999817,0.8776096,1.0,14,4.9882850146484365,True,REGULAR,USD
14,AMD260102C00115000,2025-12-29 14:30:12+00:00,115.0,96.0,98.2,99.95,0.0,0.0,1.0,6,4.693363508300782,True,REGULAR,USD
15,AMD260102C00120000,2025-12-26 20:31:13+00:00,120.0,94.98,93.25,94.95,0.0,0.0,2.0,31,4.41211385986328,True,REGULAR,USD
16,AMD260102C00125000,2025-12-31 19:25:06+00:00,125.0,90.97,88.2,89.95,1.3199997,1.4723923,1.0,15,4.140629824218751,True,REGULAR,USD
17,AMD260102C00130000,2025-12-31 20:56:25+00:00,130.0,84.87,83.75,84.7,-0.22999573,-0.27026525,28.0,38,2.68750328125,True,REGULAR,USD
18,AMD260102C00135000,2025-12-31 18:57:06+00:00,135.0,81.8,78.2,79.95,1.7700043,2.211676,4.0,14,3.6250009375000003,True,REGULAR,USD
19,AMD260102C00140000,2025-12-31 20:21:41+00:00,140.0,74.7,73.65,74.7,1.7099991,2.3427856,5.0,86,1.984375078125,True,REGULAR,USD
20,AMD260102C00145000,2025-12-31 16:06:53+00:00,145.0,70.58,68.2,69.95,0.5999985,0.8573856,7.0,17,3.1425802685546875,True,REGULAR,USD
21,AMD260102C00150000,2025-12-31 20:43:34+00:00,150.0,65.05,63.3,64.95,-0.099998474,-0.15348959,3.0,96,2.912112094726563,True,REGULAR,USD
22,AMD260102C00155000,2025-12-31 20:44:33+00:00,155.0,60.1,58.65,59.75,-0.17000198,-0.28206733,2.0,19,1.71875140625,True,REGULAR,USD
23,AMD260102C00160000,2025-12-31 15:48:44+00:00,160.0,55.95,53.3,54.95,0.7099991,1.2852988,4.0,80,2.4668007080078125,True,REGULAR,USD
24,AMD260102C00165000,2025-12-31 16:31:45+00:00,165.0,51.42,48.2,50.2,1.1899986,2.3690994,1.0,27,1.4140654296875002,True,REGULAR,USD
25,AMD260102C00170000,2025-12-31 20:28:32+00:00,170.0,44.55,43.55,44.95,-1.3199997,-2.8776972,33.0,83,1.40234673828125,True,REGULAR,USD
26,AMD260102C00175000,2025-12-31 19:30:13+00:00,175.0,40.62,38.2,39.95,-1.1000023,-2.6366305,1.0,62,1.8330086474609373,True,REGULAR,USD
27,AMD260102C00177500,2025-12-31 17:10:59+00:00,177.5,38.05,35.65,37.7,0.049999237,0.13157694,3.0,4,0.937500625,True,REGULAR,USD
28,AMD260102C00180000,2025-12-31 20:15:31+00:00,180.0,35.05,33.75,34.4,-0.34000015,-0.9607238,421.0,1217,1.2773473632812498,True,REGULAR,USD
29,AMD260102C00182500,2025-12-31 18:53:53+00:00,182.5,34.35,31.15,32.7,1.0499992,3.153151,1.0,8,1.2128945605468748,True,REGULAR,USD
30,AMD260102C00185000,2025-12-31 20:15:57+00:00,185.0,29.85,29.0,29.7,-0.44999886,-1.4851447,19.0,65,1.0605515722656251,True,REGULAR,USD
31,AMD260102C00187500,2025-12-31 20:07:42+00:00,187.5,27.56,26.6,26.9,-0.23999977,-0.86330855,8.0,29,0.867188828125,True,REGULAR,USD
32,AMD260102C00190000,2025-12-31 20:11:05+00:00,190.0,24.68,23.75,24.35,-0.40999985,-1.6341165,22.0,265,0.8964854101562498,True,REGULAR,USD
33,AMD260102C00192500,2025-12-30 15:30:47+00:00,192.5,22.25,20.8,21.95,-0.6499996,-2.8384264,3.0,181,0.88476677734375,True,REGULAR,USD
34,AMD260102C00195000,2025-12-31 16:27:30+00:00,195.0,19.75,18.85,19.4,-0.3600006,-1.7901571,22.0,713,0.7675804492187501,True,REGULAR,USD
35,AMD260102C00197500,2025-12-31 18:42:04+00:00,197.5,19.5,15.95,16.9,0.5,2.631579,3.0,374,0.6826203613281252,True,REGULAR,USD
36,AMD260102C00200000,2025-12-31 20:11:05+00:00,200.0,14.71,13.85,14.4,-0.53999996,-3.5409834,389.0,1928,0.596683720703125,True,REGULAR,USD
37,AMD260102C00202500,2025-12-31 20:59:27+00:00,202.5,11.8,11.3,11.9,-1.5,-11.278195,28.0,578,0.5097705273437501,True,REGULAR,USD
38,AMD260102C00205000,2025-12-31 20:58:57+00:00,205.0,9.5,9.05,9.5,-1.3199997,-12.199628,107.0,1389,0.46143116699218756,True,REGULAR,USD
39,AMD260102C00207500,2025-12-31 20:45:38+00:00,207.5,7.8,6.65,7.15,-0.5999994,-7.142851,239.0,607,0.40918559570312496,True,REGULAR,USD
40,AMD260102C00210000,2025-12-31 20:57:30+00:00,210.0,4.75,4.7,4.85,-1.6999998,-26.356588,655.0,2084,0.3452213916015625,True,REGULAR,USD
41,AMD260102C00212500,2025-12-31 20:59:55+00:00,212.5,3.04,2.87,3.05,-1.3600001,-30.909094,1046.0,1840,0.335944140625,True,REGULAR,USD
42,AMD260102C00215000,2025-12-31 20:59:51+00:00,215.0,1.66,1.59,1.66,-1.14,-40.714287,12701.0,7048,0.32398136962890617,False,REGULAR,USD
43,AMD260102C00217500,2025-12-31 20:59:49+00:00,217.5,0.75,0.76,0.8,-0.88,-53.987732,19918.0,4107,0.3217841259765625,False,REGULAR,USD
44,AMD260102C00220000,2025-12-31 20:59:51+00:00,220.0,0.33,0.32,0.35,-0.58000004,-63.736263,26917.0,12128,0.32617861328125,False,REGULAR,USD
45,AMD260102C00222500,2025-12-31 20:59:34+00:00,222.5,0.14,0.13,0.15,-0.32,-69.56522,27759.0,8669,0.33789724609375,False,REGULAR,USD
46,AMD260102C00225000,2025-12-31 20:59:43+00:00,225.0,0.07,0.06,0.07,-0.15,-68.18182,11567.0,11901,0.35742830078125,False,REGULAR,USD
47,AMD260102C00227500,2025-12-31 20:54:04+00:00,227.5,0.04,0.03,0.05,-0.07,-63.636364,1859.0,3669,0.40039662109375,False,REGULAR,USD
48,AMD260102C00230000,2025-12-31 20:59:25+00:00,230.0,0.03,0.02,0.03,-0.04,-57.142857,2024.0,7891,0.42969320312500003,False,REGULAR,USD
49,AMD260102C00232500,2025-12-31 20:59:48+00:00,232.5,0.02,0.01,0.02,-0.01,-33.333336,5087.0,5691,0.46094289062500005,False,REGULAR,USD
50,AMD260102C00235000,2025-12-31 20:58:53+00:00,235.0,0.01,0.0,0.02,0.0,0.0,2693.0,7683,0.5117236328125,False,REGULAR,USD
51,AMD260102C00237500,2025-12-31 19:43:07+00:00,237.5,0.01,0.0,0.01,0.0,0.0,329.0,945,0.523442265625,False,REGULAR,USD
52,AMD260102C00240000,2025-12-31 20:29:10+00:00,240.0,0.01,0.0,0.01,0.0,0.0,522.0,7546,0.5312546875,False,REGULAR,USD
53,AMD260102C00245000,2025-12-31 20:59:21+00:00,245.0,0.01,0.0,0.01,0.0,0.0,21.0,1787,0.6250037500000001,False,REGULAR,USD
54,AMD260102C00250000,2025-12-31 20:41:12+00:00,250.0,0.01,0.0,0.01,0.0,0.0,61.0,3419,0.70312796875,False,REGULAR,USD
55,AMD260102C00255000,2025-12-30 19:18:13+00:00,255.0,0.01,0.0,0.01,0.0,0.0,16.0,1107,0.7812521875,False,REGULAR,USD
56,AMD260102C00260000,2025-12-30 19:18:34+00:00,260.0,0.01,0.0,0.01,0.0,0.0,106.0,926,0.87500125,False,REGULAR,USD
57,AMD260102C00265000,2025-12-31 20:15:09+00:00,265.0,0.01,0.0,0.01,0.0,0.0,4.0,682,0.937500625,False,REGULAR,USD
58,AMD260102C00270000,2025-12-31 17:29:55+00:00,270.0,0.01,0.0,0.01,0.0,0.0,2.0,1029,1.000005,False,REGULAR,USD
59,AMD260102C00275000,2025-12-30 18:48:29+00:00,275.0,0.01,0.0,0.01,0.0,0.0,2.0,245,1.09375453125,False,REGULAR,USD
60,AMD260102C00280000,2025-12-31 17:52:59+00:00,280.0,0.01,0.0,0.01,0.0,0.0,160.0,485,1.15625421875,False,REGULAR,USD
61,AMD260102C00285000,2025-12-23 20:36:45+00:00,285.0,0.01,0.0,0.01,0.0,0.0,50.0,272,1.21875390625,False,REGULAR,USD
62,AMD260102C00290000,2025-12-31 19:29:45+00:00,290.0,0.01,0.0,0.01,0.0,0.0,5.0,560,1.2812535937499998,False,REGULAR,USD
63,AMD260102C00295000,2025-12-22 20:43:45+00:00,295.0,0.01,0.0,0.01,0.0,0.0,3.0,262,1.3750031249999999,False,REGULAR,USD
64,AMD260102C00300000,2025-12-29 15:24:54+00:00,300.0,0.01,0.0,0.01,0.0,0.0,4.0,457,1.4375028125,False,REGULAR,USD
65,AMD260102C00305000,2025-12-19 19:22:53+00:00,305.0,0.02,0.0,0.01,0.0,0.0,183.0,212,1.5000025,False,REGULAR,USD
66,AMD260102C00310000,2025-12-18 20:04:27+00:00,310.0,0.01,0.0,0.01,0.0,0.0,13.0,234,1.5625021874999998,False,REGULAR,USD
67,AMD260102C00315000,2025-12-18 17:26:23+00:00,315.0,0.01,0.0,0.01,0.0,0.0,1.0,201,1.625001875,False,REGULAR,USD
68,AMD260102C00320000,2025-12-17 20:08:41+00:00,320.0,0.01,0.0,0.01,0.0,0.0,1.0,112,1.6875015625,False,REGULAR,USD
69,AMD260102C00325000,2025-12-17 14:59:58+00:00,325.0,0.01,0.0,0.01,0.0,0.0,1.0,86,1.75000125,False,REGULAR,USD
70,AMD260102C00330000,2025-12-18 20:11:16+00:00,330.0,0.01,0.0,0.01,0.0,0.0,1.0,161,1.78125109375,False,REGULAR,USD
71,AMD260102C00335000,2025-12-10 20:47:40+00:00,335.0,0.02,0.0,0.01,0.0,0.0,8.0,4,1.8437507812499998,False,REGULAR,USD
72,AMD260102C00340000,2025-12-15 20:54:22+00:00,340.0,0.02,0.0,0.01,0.0,0.0,1.0,1125,1.875000625,False,REGULAR,USD
73,AMD260102C00345000,2025-12-11 18:22:21+00:00,345.0,0.01,0.0,0.01,0.0,0.0,166.0,260,1.9375003125,False,REGULAR,USD
74,AMD260102C00350000,2025-12-19 17:18:23+00:00,350.0,0.01,0.0,0.01,0.0,0.0,6.0,564,2.000005,False,REGULAR,USD
75,AMD260102C00360000,2025-12-05 20:44:59+00:00,360.0,0.01,0.0,0.01,0.0,0.0,7.0,74,2.1250046874999997,False,REGULAR,USD
76,AMD260102C00370000,2025-12-08 14:30:04+00:00,370.0,0.03,0.0,0.01,0.0,0.0,1.0,40,2.1875045312499997,False,REGULAR,USD
77,AMD260102C00380000,2025-12-04 16:49:08+00:00,380.0,0.01,0.0,0.01,0.0,0.0,2.0,11,2.3125042187499996,False,REGULAR,USD
78,AMD260102C00390000,2025-12-02 16:54:43+00:00,390.0,0.02,0.0,0.01,0.0,0.0,54.0,107,2.3750040624999995,False,REGULAR,USD
79,AMD260102C00400000,2025-12-02 16:54:44+00:00,400.0,0.02,0.0,0.01,0.0,0.0,53.0,185,2.50000375,False,REGULAR,USD
80,AMD260102C00410000,2025-11-26 14:59:40+00:00,410.0,0.03,0.0,0.01,0.0,0.0,2.0,3,2.56250359375,False,REGULAR,USD
81,AMD260102C00420000,2025-11-19 17:47:24+00:00,420.0,0.07,0.0,0.01,0.0,0.0,8.0,14,2.68750328125,False,REGULAR,USD
82,AMD260102C00440000,2025-12-05 15:01:01+00:00,440.0,0.01,0.0,0.01,0.0,0.0,4.0,6,2.81250296875,False,REGULAR,USD
83,AMD260102C00450000,2025-11-19 17:32:19+00:00,450.0,0.05,0.0,0.01,0.0,0.0,,2,2.8750028125,False,REGULAR,USD
84,AMD260102C00460000,2025-11-19 17:26:47+00:00,460.0,0.03,0.0,0.01,0.0,0.0,,1,3.0000025,False,REGULAR,USD
85,AMD260102C00470000,2025-11-18 17:47:04+00:00,470.0,0.03,0.0,0.01,0.0,0.0,,0,3.06250234375,False,REGULAR,USD
86,AMD260102C00480000,2025-11-18 17:27:33+00:00,480.0,0.03,0.0,0.01,0.0,0.0,,1,3.1250021875,False,REGULAR,USD
87,AMD260102C00490000,2025-11-26 18:42:11+00:00,490.0,0.01,0.0,0.01,0.0,0.0,,1,3.2500018749999997,False,REGULAR,USD
88,AMD260102C00500000,2025-12-31 14:49:08+00:00,500.0,0.01,0.0,0.01,0.0,0.0,5.0,59,3.2500018749999997,False,REGULAR,USD
